id,card_brand,card_type,has_chip,num_cards_issued,credit_limit,acct_open_date,year_pin_last_changed,card_on_dark_web,pin_age,expire_year,account_age,multi_card_client,limit_category
4047,Visa,Debit,yes,1,16647,07/2016,2016,no,10,2023,3,no,premium
5960,Mastercard,Debit,yes,1,12247,12/2009,2009,no,17,2017,9,no,premium
528,Mastercard,Debit (Prepaid),yes,1,23,01/2020,2020,no,6,2020,6,no,low
799,Visa,Debit (Prepaid),yes,1,91,01/2020,2020,no,6,2024,2,no,low
1555,Mastercard,Debit (Prepaid),yes,2,77,02/2020,2020,no,6,2020,6,yes,low
1823,Visa,Debit,yes,1,82677,02/2020,2020,no,6,2021,5,no,premium
800,Visa,Credit,yes,2,23400,01/2020,2020,no,6,2023,3,yes,premium
529,Mastercard,Debit,yes,1,72868,01/2020,2020,no,6,2020,6,no,premium
4539,Visa,Debit,no,2,15029,09/2003,2007,no,19,2024,2,yes,premium
3903,Visa,Credit,yes,1,9700,07/2009,2013,no,13,2021,5,no,high
5961,Mastercard,Debit,yes,2,6847,12/2009,2009,no,17,2023,3,yes,high
2044,Mastercard,Credit,yes,2,4800,03/2003,2011,no,15,2022,4,yes,medium
4108,Mastercard,Debit,yes,1,17294,08/2002,2010,no,16,2022,4,no,premium
5680,Visa,Credit,yes,3,0,11/2012,2012,no,14,2012,14,yes,low
5005,Mastercard,Debit,yes,2,5857,10/2004,2007,no,19,2024,2,yes,high
4986,Mastercard,Debit,yes,2,17536,10/2003,2010,no,16,2023,3,yes,premium
3803,Mastercard,Debit (Prepaid),yes,2,61,07/2007,2016,no,10,2020,6,yes,low
5104,Amex,Credit,yes,1,13300,10/2008,2014,no,12,2024,2,no,premium
2020,Mastercard,Debit,yes,1,34278,03/2001,2010,no,16,2022,4,no,premium
4129,Mastercard,Debit,yes,2,38235,08/2004,2016,no,10,2007,19,yes,premium
3948,Visa,Debit,no,2,1587,07/2010,2013,no,13,2024,2,yes,medium
2659,Visa,Debit,yes,2,28156,04/2010,2010,no,16,2022,4,yes,premium
5468,Visa,Credit,no,1,6500,11/2006,2018,no,8,2022,4,no,high
6039,Mastercard,Debit,yes,2,4324,12/2011,2011,no,15,2012,14,yes,medium
3497,Visa,Debit,yes,2,1112,06/2010,2010,no,16,2022,4,yes,medium
1824,Visa,Credit,yes,1,19600,02/2020,2020,no,6,2020,6,no,premium
2548,Visa,Debit,yes,2,15182,04/2007,2009,no,17,2023,3,yes,premium
4396,Visa,Credit,yes,1,14200,08/2012,2012,no,14,2017,9,no,premium
2812,Mastercard,Debit,yes,1,30065,05/2001,2011,no,15,2022,4,no,premium
1825,Visa,Credit,no,1,10600,02/2020,2020,no,6,2022,4,no,premium
5691,Visa,Debit,yes,1,39764,11/2013,2013,no,13,2020,6,no,premium
3841,Mastercard,Debit,yes,1,27208,07/2008,2008,no,18,2023,3,no,premium
2248,Mastercard,Debit,no,1,29637,03/2010,2010,no,16,2016,10,no,premium
1556,Mastercard,Debit,yes,1,24442,02/2020,2020,no,6,2020,6,no,premium
2561,Mastercard,Debit,yes,2,28390,04/2008,2008,no,18,2024,2,yes,premium
4869,Amex,Credit,yes,2,6600,09/2014,2014,no,12,2024,2,yes,high
4094,Mastercard,Debit,yes,1,11510,08/1999,2011,no,15,2007,19,no,premium
4600,Mastercard,Credit,yes,1,6400,09/2006,2011,no,15,2012,14,no,high
93,Discover,Credit,yes,1,1800,01/2006,2007,no,19,2024,2,no,medium
81,Visa,Credit,yes,2,1500,01/2005,2009,no,17,2024,2,yes,medium
801,Visa,Debit,yes,1,14813,01/2020,2020,no,6,2020,6,no,premium
2877,Mastercard,Debit,yes,2,40176,05/2005,2009,no,17,2020,6,yes,premium
90,Amex,Credit,yes,1,10300,01/2006,2013,no,13,2023,3,no,premium
1282,Visa,Credit,yes,2,4400,02/2011,2011,no,15,2020,6,yes,medium
4187,Visa,Debit,yes,2,15878,08/2006,2008,no,18,2019,7,yes,premium
4039,Visa,Credit,yes,2,8500,07/2015,2015,no,11,2020,6,yes,high
530,Mastercard,Debit,yes,2,18022,01/2020,2020,no,6,2023,3,yes,premium
3468,Mastercard,Debit,yes,1,19597,06/2010,2010,no,16,2016,10,no,premium
6027,Visa,Debit,yes,1,51504,12/2010,2010,no,16,2021,5,no,premium
82,Visa,Debit,yes,2,28717,01/2005,2014,no,12,2021,5,yes,premium
5042,Amex,Credit,no,1,7100,10/2006,2006,no,20,2021,5,no,high
4532,Mastercard,Debit,no,1,27974,09/2003,2012,no,14,2020,6,no,premium
5078,Mastercard,Debit,no,2,6629,10/2007,2008,no,18,2022,4,yes,high
5487,Mastercard,Debit,yes,2,2093,11/2007,2015,no,11,2024,2,yes,medium
3984,Visa,Debit,yes,2,27053,07/2011,2011,no,15,2023,3,yes,premium
3235,Mastercard,Debit,yes,2,15800,06/2002,2012,no,14,2023,3,yes,premium
2831,Visa,Debit,yes,1,20699,05/2002,2008,no,18,2015,11,no,premium
2705,Visa,Debit,yes,2,31662,04/2012,2012,no,14,2020,6,yes,premium
6000,Mastercard,Credit,yes,1,18900,12/2010,2011,no,15,2023,3,no,premium
5059,Visa,Credit,yes,2,14200,10/2006,2010,no,16,2006,20,yes,premium
6085,Mastercard,Debit,yes,2,25292,12/2013,2013,no,13,2022,4,yes,premium
1557,Mastercard,Debit,yes,1,19299,02/2020,2020,no,6,2023,3,no,premium
4226,Visa,Debit,yes,2,27215,08/2007,2010,no,16,2017,9,yes,premium
3765,Mastercard,Debit,yes,2,10934,07/2006,2015,no,11,2012,14,yes,premium
5564,Mastercard,Credit,yes,2,20300,11/2009,2010,no,16,2015,11,yes,premium
4939,Amex,Credit,yes,2,9700,10/1999,2007,no,19,2012,14,yes,high
3331,Visa,Debit (Prepaid),no,2,87,06/2006,2006,no,20,2023,3,yes,low
1330,Visa,Credit,yes,2,11700,02/2013,2013,no,13,2023,3,yes,premium
2641,Mastercard,Debit,yes,2,16460,04/2010,2010,no,16,2024,2,yes,premium
4483,Visa,Debit,yes,1,27036,08/2019,2019,no,7,2023,3,no,premium
5641,Amex,Credit,yes,2,3100,11/2011,2011,no,15,2020,6,yes,medium
283,Visa,Debit,yes,1,21757,01/2011,2011,no,15,2021,5,no,premium
4227,Visa,Debit,yes,2,15925,08/2007,2007,no,19,2021,5,yes,premium
2921,Amex,Credit,yes,1,10100,05/2007,2016,no,10,2019,7,no,premium
4066,Mastercard,Debit,yes,2,20660,07/2018,2018,no,8,2022,4,yes,premium
1242,Visa,Debit,yes,1,18301,02/2010,2010,no,16,2022,4,no,premium
5627,Visa,Credit,yes,2,14200,11/2010,2018,no,8,2011,15,yes,premium
5982,Visa,Debit,yes,1,24230,12/2009,2011,no,15,2024,2,no,premium
319,Visa,Debit,yes,1,19636,01/2013,2013,no,13,2013,13,no,premium
1379,Mastercard,Debit (Prepaid),yes,3,102,02/2018,2018,no,8,2024,2,yes,low
5329,Mastercard,Debit,yes,2,21218,10/2018,2018,no,8,2022,4,yes,premium
4918,Visa,Debit,yes,2,27066,09/2018,2018,no,8,2021,5,yes,premium
3766,Mastercard,Debit,yes,2,19723,07/2006,2010,no,16,2016,10,yes,premium
1826,Visa,Debit,yes,2,21990,02/2020,2020,no,6,2020,6,yes,premium
531,Mastercard,Debit,yes,2,26251,01/2020,2020,no,6,2021,5,yes,premium
1359,Visa,Debit,no,2,14614,02/2015,2015,no,11,2022,4,yes,premium
2422,Visa,Credit,yes,1,12800,04/2001,2003,no,23,2022,4,no,premium
978,Mastercard,Debit,yes,2,17897,02/2000,2013,no,13,2006,20,yes,premium
1827,Visa,Credit,yes,1,8700,02/2020,2020,no,6,2024,2,no,high
4570,Amex,Credit,yes,2,19500,09/2005,2007,no,19,2021,5,yes,premium
2341,Mastercard,Debit,yes,1,24111,03/2015,2015,no,11,2015,11,no,premium
5305,Mastercard,Debit,yes,1,34839,10/2015,2015,no,11,2023,3,no,premium
3469,Mastercard,Credit,yes,1,12800,06/2010,2012,no,14,2023,3,no,premium
5404,Mastercard,Credit,yes,2,9600,11/2004,2011,no,15,2021,5,yes,high
3744,Visa,Debit,yes,2,15112,07/2005,2016,no,10,2022,4,yes,premium
532,Mastercard,Credit,yes,2,11100,01/2020,2020,no,6,2024,2,yes,premium
1243,Visa,Debit,yes,1,14295,02/2010,2010,no,16,2023,3,no,premium
533,Mastercard,Credit,yes,1,5400,01/2020,2020,no,6,2020,6,no,high
225,Mastercard,Debit,yes,2,18092,01/2010,2015,no,11,2023,3,yes,premium
5488,Mastercard,Debit,yes,2,23244,11/2007,2007,no,19,2022,4,yes,premium
4397,Visa,Debit,yes,1,12639,08/2012,2012,no,14,2023,3,no,premium
4022,Mastercard,Debit,yes,1,13482,07/2014,2014,no,12,2021,5,no,premium
3050,Mastercard,Debit,yes,1,13022,05/2010,2010,no,16,2024,2,no,premium
2725,Mastercard,Debit,no,2,23999,04/2014,2014,no,12,2020,6,yes,premium
2819,Visa,Debit,yes,2,12837,05/2001,2013,no,13,2020,6,yes,premium
3345,Mastercard,Debit,yes,1,25177,06/2007,2012,no,14,2012,14,no,premium
2869,Visa,Credit,yes,1,18800,05/2004,2011,no,15,2006,20,no,premium
2736,Visa,Credit,yes,2,3900,04/2014,2014,no,12,2020,6,yes,medium
427,Discover,Credit,yes,2,7200,01/2020,2020,no,6,2023,3,yes,high
3250,Mastercard,Debit,yes,2,11749,06/2003,2015,no,11,2024,2,yes,premium
4550,Mastercard,Debit (Prepaid),yes,1,77,09/2004,2011,no,15,2021,5,no,low
5251,Visa,Debit,yes,2,86262,10/2011,2011,no,15,2011,15,yes,premium
1042,Visa,Debit,yes,1,92939,02/2004,2011,no,15,2010,16,no,premium
384,Visa,Debit,yes,2,64613,01/2019,2019,no,7,2024,2,yes,premium
1828,Visa,Debit,yes,2,27305,02/2020,2020,no,6,2020,6,yes,premium
4271,Visa,Debit,yes,1,24546,08/2008,2010,no,16,2023,3,no,premium
369,Mastercard,Debit,yes,1,25121,01/2018,2018,no,8,2018,8,no,premium
3663,Discover,Credit,yes,1,17000,07/2001,2018,no,8,2022,4,no,premium
5278,Visa,Credit,yes,2,6800,10/2013,2013,no,13,2023,3,yes,high
4360,Mastercard,Credit,yes,2,15100,08/2011,2011,no,15,2013,13,yes,premium
3842,Mastercard,Credit,yes,1,14300,07/2008,2008,no,18,2013,13,no,premium
1351,Amex,Credit,yes,2,8800,02/2015,2015,no,11,2024,2,yes,high
3126,Visa,Credit,yes,2,4100,05/2012,2012,no,14,2023,3,yes,medium
4235,Amex,Credit,yes,1,9500,08/2008,2016,no,10,2021,5,no,high
3767,Mastercard,Credit,yes,1,8500,07/2006,2011,no,15,2010,16,no,high
1829,Visa,Debit,no,2,21741,02/2020,2020,no,6,2023,3,yes,premium
1830,Visa,Debit,yes,1,1741,02/2020,2020,no,6,2020,6,no,medium
1558,Mastercard,Debit (Prepaid),yes,2,74,02/2020,2020,no,6,2021,5,yes,low
1831,Visa,Credit,no,1,8700,02/2020,2020,no,6,2024,2,no,high
534,Mastercard,Debit (Prepaid),yes,1,63,01/2020,2020,no,6,2024,2,no,low
221,Amex,Credit,yes,2,18400,01/2010,2015,no,11,2022,4,yes,premium
2789,Visa,Credit,yes,2,9700,04/2019,2019,no,7,2022,4,yes,high
3886,Mastercard,Credit,yes,1,13800,07/2009,2017,no,9,2022,4,no,premium
3443,Visa,Credit,yes,2,0,06/2009,2011,no,15,2020,6,yes,low
1244,Visa,Debit,yes,2,22501,02/2010,2010,no,16,2020,6,yes,premium
4838,Visa,Debit,yes,2,25307,09/2012,2012,no,14,2013,13,yes,premium
5131,Visa,Debit,yes,1,23401,10/2008,2011,no,15,2020,6,no,premium
353,Mastercard,Debit,yes,1,34385,01/2016,2016,no,10,2020,6,no,premium
5016,Visa,Debit,yes,2,15485,10/2004,2010,no,16,2023,3,yes,premium
129,Mastercard,Debit,no,3,14156,01/2007,2018,no,8,2022,4,yes,premium
4877,Visa,Credit,yes,2,12400,09/2014,2014,no,12,2021,5,yes,premium
4833,Mastercard,Debit,yes,2,14850,09/2012,2012,no,14,2024,2,yes,premium
3673,Mastercard,Debit,yes,1,25093,07/2002,2006,no,20,2023,3,no,premium
535,Mastercard,Debit,no,1,19991,01/2020,2020,no,6,2020,6,no,premium
536,Mastercard,Debit (Prepaid),yes,2,29,01/2020,2020,no,6,2022,4,yes,low
1832,Visa,Debit,yes,2,28422,02/2020,2020,no,6,2023,3,yes,premium
1833,Visa,Credit,yes,1,10100,02/2020,2020,no,6,2020,6,no,premium
4244,Mastercard,Debit (Prepaid),yes,2,40,08/2008,2018,no,8,2023,3,yes,low
211,Visa,Debit,yes,1,12589,01/2009,2011,no,15,2020,6,no,premium
2320,Visa,Debit,yes,2,11885,03/2013,2013,no,13,2023,3,yes,premium
3691,Mastercard,Debit,yes,1,18820,07/2003,2008,no,18,2024,2,no,premium
4615,Visa,Debit,yes,2,8562,09/2006,2008,no,18,2020,6,yes,high
5505,Visa,Debit,yes,1,5933,11/2007,2009,no,17,2022,4,no,high
3242,Visa,Debit (Prepaid),yes,2,33,06/2002,2018,no,8,2024,2,yes,low
3288,Mastercard,Debit,yes,1,10764,06/2005,2007,no,19,2021,5,no,premium
1559,Mastercard,Credit,yes,1,8900,02/2020,2020,no,6,2020,6,no,high
5659,Visa,Debit,yes,2,6781,11/2011,2011,no,15,2024,2,yes,high
802,Visa,Debit,yes,2,12116,01/2020,2020,no,6,2020,6,yes,premium
1111,Mastercard,Debit,yes,2,21131,02/2007,2007,no,19,2021,5,yes,premium
2745,Mastercard,Debit,yes,2,13383,04/2015,2015,no,11,2015,11,yes,premium
4769,Mastercard,Debit (Prepaid),yes,1,58,09/2010,2010,no,16,2023,3,no,low
5777,Discover,Credit,yes,2,14600,12/2002,2008,no,18,2021,5,yes,premium
397,Amex,Credit,no,1,6600,01/2020,2020,no,6,2020,6,no,high
2805,Visa,Debit,yes,1,23806,05/1999,2008,no,18,2020,6,no,premium
60,Visa,Debit,yes,2,17082,01/2004,2011,no,15,2022,4,yes,premium
5489,Mastercard,Debit,yes,1,16422,11/2007,2011,no,15,2024,2,no,premium
4632,Mastercard,Debit,yes,1,15353,09/2007,2011,no,15,2024,2,no,premium
4067,Mastercard,Debit (Prepaid),yes,1,66,07/2018,2018,no,8,2024,2,no,low
537,Mastercard,Debit,yes,2,7221,01/2020,2020,no,6,2024,2,yes,high
1834,Visa,Debit,yes,2,21032,02/2020,2020,no,6,2022,4,yes,premium
538,Mastercard,Credit,yes,1,11900,01/2020,2020,no,6,2022,4,no,premium
803,Visa,Debit,yes,2,15328,01/2020,2020,no,6,2020,6,yes,premium
270,Mastercard,Debit,yes,1,15023,01/2011,2011,no,15,2020,6,no,premium
5113,Mastercard,Credit,yes,2,8500,10/2008,2008,no,18,2023,3,yes,high
3930,Mastercard,Debit,yes,2,17667,07/2010,2011,no,15,2014,12,yes,premium
110,Visa,Debit,yes,2,20549,01/2006,2007,no,19,2023,3,yes,premium
967,Mastercard,Debit,yes,1,1738,02/1999,2007,no,19,2009,17,no,medium
5681,Visa,Debit,yes,1,34013,11/2012,2012,no,14,2020,6,no,premium
4023,Mastercard,Debit,yes,1,38290,07/2014,2014,no,12,2022,4,no,premium
5962,Mastercard,Debit,yes,1,17718,12/2009,2010,no,16,2018,8,no,premium
4533,Mastercard,Debit,no,1,25878,09/2003,2009,no,17,2020,6,no,premium
2963,Mastercard,Debit,yes,1,22858,05/2008,2010,no,16,2013,13,no,premium
5881,Mastercard,Debit,no,1,19913,12/2007,2010,no,16,2024,2,no,premium
1560,Mastercard,Debit,yes,1,18648,02/2020,2020,no,6,2022,4,no,premium
3215,Mastercard,Debit,yes,1,9676,06/2000,2009,no,17,2023,3,no,high
3680,Visa,Credit,yes,2,4900,07/2002,2004,no,22,2024,2,yes,medium
1283,Visa,Debit (Prepaid),yes,1,62,02/2011,2011,no,15,2023,3,no,low
3578,Mastercard,Debit,yes,1,17957,06/2014,2014,no,12,2020,6,no,premium
3843,Mastercard,Credit,yes,2,13100,07/2008,2008,no,18,2023,3,yes,premium
4594,Discover,Credit,yes,1,10700,09/2006,2017,no,9,2021,5,no,premium
5720,Amex,Credit,yes,1,14400,11/2016,2016,no,10,2022,4,no,premium
4571,Amex,Credit,yes,1,20400,09/2005,2016,no,10,2021,5,no,premium
4158,Mastercard,Debit,yes,2,1816,08/2005,2009,no,17,2024,2,yes,medium
2849,Amex,Credit,yes,2,2200,05/2004,2008,no,18,2009,17,yes,medium
4140,Visa,Credit,yes,2,4600,08/2004,2011,no,15,2020,6,yes,medium
2450,Visa,Debit (Prepaid),yes,2,91,04/2003,2015,no,11,2022,4,yes,low
2692,Mastercard,Credit,no,2,14400,04/2012,2012,no,14,2024,2,yes,premium
1064,Visa,Debit,yes,1,18647,02/2005,2007,no,19,2007,19,no,premium
4168,Visa,Credit,yes,1,18100,08/2005,2008,no,18,2020,6,no,premium
3419,Mastercard,Debit (Prepaid),yes,2,35,06/2009,2009,no,17,2020,6,yes,low
1835,Visa,Debit,yes,1,19079,02/2020,2020,no,6,2023,3,no,premium
804,Visa,Debit,yes,1,10686,01/2020,2020,no,6,2020,6,no,premium
1836,Visa,Debit,yes,2,30000,02/2020,2020,no,6,2021,5,yes,premium
3706,Visa,Debit,yes,1,41221,07/2003,2011,no,15,2021,5,no,premium
2085,Mastercard,Debit,yes,1,29170,03/2005,2006,no,20,2024,2,no,premium
5481,Discover,Credit,yes,3,19800,11/2007,2011,no,15,2022,4,yes,premium
2832,Visa,Credit,yes,2,14500,05/2002,2007,no,19,2022,4,yes,premium
4883,Mastercard,Credit,yes,2,12200,09/2015,2015,no,11,2024,2,yes,premium
1085,Mastercard,Debit,yes,2,1500,02/2006,2018,no,8,2022,4,yes,medium
3228,Visa,Credit,no,1,13700,06/2001,2005,no,21,2014,12,no,premium
539,Mastercard,Debit,yes,2,15895,01/2020,2020,no,6,2023,3,yes,premium
1837,Visa,Credit,yes,1,3000,02/2020,2020,no,6,2020,6,no,medium
2562,Mastercard,Debit,yes,1,1470,04/2008,2008,no,18,2021,5,no,medium
5844,Visa,Credit,yes,2,5500,12/2005,2010,no,16,2023,3,yes,high
1838,Visa,Debit,yes,2,4326,02/2020,2020,no,6,2021,5,yes,medium
1839,Visa,Credit,yes,2,13600,02/2020,2020,no,6,2023,3,yes,premium
540,Mastercard,Debit,yes,1,37002,01/2020,2020,no,6,2022,4,no,premium
4689,Visa,Debit,yes,2,9562,09/2008,2011,no,15,2020,6,yes,high
3995,Mastercard,Debit,yes,1,18244,07/2012,2012,no,14,2020,6,no,premium
4888,Visa,Debit (Prepaid),yes,2,81,09/2015,2015,no,11,2023,3,yes,low
34,Amex,Credit,yes,1,13700,01/2003,2017,no,9,2022,4,no,premium
5930,Mastercard,Credit,yes,1,6000,12/2008,2010,no,16,2020,6,no,high
2797,Mastercard,Debit,yes,1,16409,05/1998,2008,no,18,2024,2,no,premium
4616,Visa,Debit,yes,2,15822,09/2006,2009,no,17,2022,4,yes,premium
5810,Mastercard,Debit,yes,2,1447,12/2004,2010,no,16,2023,3,yes,medium
3768,Mastercard,Credit,yes,3,6600,07/2006,2010,no,16,2020,6,yes,high
3786,Visa,Credit,yes,1,15700,07/2006,2011,no,15,2009,17,no,premium
3629,Mastercard,Debit,yes,2,26704,06/2018,2018,no,8,2021,5,yes,premium
2530,Mastercard,Debit,yes,2,43033,04/2007,2013,no,13,2024,2,yes,premium
1444,Discover,Credit,yes,1,5800,02/2020,2020,no,6,2024,2,no,high
805,Visa,Credit,yes,1,6900,01/2020,2020,no,6,2023,3,no,high
4949,Mastercard,Debit,yes,1,17432,10/2001,2014,no,12,2022,4,no,premium
3146,Mastercard,Debit,yes,1,34453,05/2014,2014,no,12,2024,2,no,premium
4116,Mastercard,Credit,yes,1,14800,08/2003,2018,no,8,2023,3,no,premium
5031,Visa,Debit,yes,1,2603,10/2005,2012,no,14,2021,5,no,medium
2113,Mastercard,Debit,yes,2,11568,03/2006,2008,no,18,2023,3,yes,premium
3229,Visa,Debit,yes,1,35943,06/2001,2009,no,17,2024,2,no,premium
2672,Discover,Credit,yes,1,13600,04/2011,2011,no,15,2019,7,no,premium
5882,Mastercard,Debit,yes,2,8671,12/2007,2009,no,17,2022,4,yes,high
3556,Visa,Debit,yes,1,24498,06/2012,2012,no,14,2024,2,no,premium
5132,Visa,Debit,yes,1,21751,10/2008,2008,no,18,2020,6,no,premium
2215,Mastercard,Debit,yes,3,18021,03/2009,2009,no,17,2022,4,yes,premium
4587,Visa,Debit,yes,2,7830,09/2005,2010,no,16,2023,3,yes,high
2142,Mastercard,Debit,yes,2,17980,03/2007,2007,no,19,2021,5,yes,premium
4617,Visa,Credit,yes,2,9000,09/2006,2008,no,18,2024,2,yes,high
5405,Mastercard,Debit,yes,1,16034,11/2004,2013,no,13,2012,14,no,premium
3692,Mastercard,Debit,yes,2,323,07/2003,2009,no,17,2022,4,yes,low
3865,Visa,Debit,yes,1,6611,07/2008,2008,no,18,2021,5,no,high
4967,Mastercard,Debit,yes,1,14231,10/2002,2010,no,16,2023,3,no,premium
5171,Visa,Credit,yes,1,11400,10/2009,2009,no,17,2019,7,no,premium
1065,Visa,Credit,yes,2,5900,02/2005,2009,no,17,2021,5,yes,high
4795,Visa,Debit,yes,1,3915,09/2010,2010,no,16,2022,4,no,medium
3420,Mastercard,Debit,yes,2,8882,06/2009,2015,no,11,2022,4,yes,high
4361,Mastercard,Debit,yes,1,1218,08/2011,2012,no,14,2020,6,no,medium
284,Visa,Debit,yes,1,12057,01/2011,2018,no,8,2020,6,no,premium
4169,Visa,Debit,yes,2,13435,08/2005,2008,no,18,2023,3,yes,premium
3051,Mastercard,Debit,no,2,13055,05/2010,2010,no,16,2024,2,yes,premium
2216,Mastercard,Debit (Prepaid),yes,2,85,03/2009,2011,no,15,2020,6,yes,low
29,Visa,Credit,yes,3,1200,01/2002,2011,no,15,2021,5,yes,medium
2038,Visa,Credit,yes,2,10500,03/2002,2010,no,16,2023,3,yes,premium
4125,Amex,Credit,yes,2,9300,08/2004,2008,no,18,2021,5,yes,high
5857,Mastercard,Debit,yes,1,14056,12/2006,2008,no,18,2021,5,no,premium
1211,Mastercard,Debit,yes,1,2001,02/2010,2018,no,8,2023,3,no,medium
541,Mastercard,Debit (Prepaid),yes,1,80,01/2020,2020,no,6,2024,2,no,low
1561,Mastercard,Credit,yes,1,19500,02/2020,2020,no,6,2020,6,no,premium
1562,Mastercard,Debit,yes,1,14797,02/2020,2020,no,6,2022,4,no,premium
806,Visa,Debit,yes,1,14420,01/2020,2020,no,6,2021,5,no,premium
1563,Mastercard,Credit,yes,2,13600,02/2020,2020,no,6,2020,6,yes,premium
3769,Mastercard,Debit,yes,2,3013,07/2006,2006,no,20,2024,2,yes,medium
5963,Mastercard,Debit,yes,1,22304,12/2009,2010,no,16,2024,2,no,premium
176,Visa,Debit,yes,3,30242,01/2008,2013,no,13,2021,5,yes,premium
5133,Visa,Debit,yes,1,12948,10/2008,2008,no,18,2019,7,no,premium
1564,Mastercard,Debit,yes,1,20695,02/2020,2020,no,6,2020,6,no,premium
542,Mastercard,Debit,yes,2,23716,01/2020,2020,no,6,2020,6,yes,premium
1840,Visa,Debit,yes,1,17223,02/2020,2020,no,6,2020,6,no,premium
4601,Mastercard,Debit (Prepaid),yes,2,49,09/2006,2010,no,16,2015,11,yes,low
3103,Visa,Debit,yes,2,19792,05/2011,2011,no,15,2022,4,yes,premium
3104,Visa,Debit (Prepaid),yes,2,76,05/2011,2011,no,15,2024,2,yes,low
4405,Mastercard,Debit,yes,1,19811,08/2013,2013,no,13,2023,3,no,premium
3517,Mastercard,Debit,yes,2,17602,06/2011,2011,no,15,2020,6,yes,premium
5490,Mastercard,Debit (Prepaid),yes,1,96,11/2007,2011,no,15,2021,5,no,low
1565,Mastercard,Credit,yes,2,36900,02/2020,2020,no,6,2023,3,yes,premium
1841,Visa,Debit,yes,2,14263,02/2020,2020,no,6,2020,6,yes,premium
1566,Mastercard,Debit,yes,2,3013,02/2020,2020,no,6,2020,6,yes,medium
543,Mastercard,Debit,yes,2,17789,01/2020,2020,no,6,2023,3,yes,premium
6067,Mastercard,Debit,yes,1,7184,12/2012,2012,no,14,2021,5,no,high
5437,Visa,Debit (Prepaid),yes,1,62,11/2005,2007,no,19,2022,4,no,low
4130,Mastercard,Credit,yes,2,8300,08/2004,2018,no,8,2023,3,yes,high
1245,Visa,Credit,yes,1,11900,02/2010,2014,no,12,2022,4,no,premium
3949,Visa,Credit,no,2,2000,07/2010,2010,no,16,2018,8,yes,medium
4426,Mastercard,Debit,yes,2,12827,08/2014,2014,no,12,2023,3,yes,premium
2563,Mastercard,Credit,yes,1,10800,04/2008,2012,no,14,2010,16,no,premium
3361,Visa,Debit,yes,1,8400,06/2007,2008,no,18,2021,5,no,high
4377,Visa,Credit,yes,2,6700,08/2011,2011,no,15,2011,15,yes,high
158,Mastercard,Debit,yes,2,13417,01/2008,2008,no,18,2021,5,yes,premium
2587,Visa,Debit (Prepaid),yes,2,60,04/2008,2009,no,17,2021,5,yes,low
2848,Visa,Credit,yes,1,10300,05/2003,2016,no,10,2021,5,no,premium
1401,Amex,Credit,yes,2,4900,02/2020,2020,no,6,2021,5,yes,medium
4272,Visa,Debit,yes,2,9073,08/2008,2012,no,14,2015,11,yes,high
2944,Visa,Debit,yes,2,19635,05/2007,2018,no,8,2023,3,yes,premium
1124,Visa,Debit,yes,1,21207,02/2007,2007,no,19,2020,6,no,premium
4974,Visa,Credit,yes,1,14000,10/2002,2008,no,18,2023,3,no,premium
4529,Discover,Credit,no,1,14400,09/2003,2011,no,15,2012,14,no,premium
1567,Mastercard,Debit (Prepaid),yes,1,72,02/2020,2020,no,6,2020,6,no,low
139,Visa,Credit,yes,1,24600,01/2007,2011,no,15,2021,5,no,premium
2878,Mastercard,Debit,yes,1,43289,05/2005,2017,no,9,2022,4,no,premium
2564,Mastercard,Debit,yes,2,16475,04/2008,2009,no,17,2024,2,yes,premium
342,Amex,Credit,no,2,14600,01/2015,2015,no,11,2023,3,yes,premium
544,Mastercard,Debit (Prepaid),yes,2,28,01/2020,2020,no,6,2020,6,yes,low
4770,Mastercard,Credit,no,1,12600,09/2010,2012,no,14,2022,4,no,premium
98,Mastercard,Debit,yes,2,15416,01/2006,2014,no,12,2017,9,yes,premium
4467,Amex,Credit,yes,2,7100,08/2018,2018,no,8,2020,6,yes,high
2588,Visa,Credit,yes,2,16200,04/2008,2013,no,13,2023,3,yes,premium
5459,Mastercard,Debit,yes,1,17689,11/2006,2006,no,20,2020,6,no,premium
1314,Mastercard,Debit,no,1,18090,02/2013,2013,no,13,2020,6,no,premium
4071,Visa,Debit,no,1,16080,07/2018,2018,no,8,2024,2,no,premium
3175,Mastercard,Debit,no,1,17599,05/2016,2016,no,10,2024,2,no,premium
5829,Mastercard,Debit,yes,2,12224,12/2005,2006,no,20,2023,3,yes,premium
545,Mastercard,Debit,yes,1,8998,01/2020,2020,no,6,2024,2,no,high
3579,Mastercard,Debit,yes,2,10726,06/2014,2014,no,12,2024,2,yes,premium
1842,Visa,Credit,yes,1,6300,02/2020,2020,no,6,2020,6,no,high
2340,Discover,Credit,yes,2,4400,03/2015,2015,no,11,2020,6,yes,medium
5830,Mastercard,Debit,yes,2,18089,12/2005,2013,no,13,2020,6,yes,premium
2114,Mastercard,Debit,yes,1,10683,03/2006,2009,no,17,2020,6,no,premium
4026,Visa,Credit,yes,1,14600,07/2014,2014,no,12,2021,5,no,premium
370,Mastercard,Debit (Prepaid),yes,1,94,01/2018,2018,no,8,2019,7,no,low
1338,Mastercard,Debit,yes,1,27308,02/2014,2014,no,12,2024,2,no,premium
3866,Visa,Credit,yes,1,17900,07/2008,2008,no,18,2022,4,no,premium
